id,player_id,category,subcategory,dropmod,date,platform,time_primary,time_realtime,time_ingame
yo5r7ljz,j4wkm7mx,Glitchless,Any% Dropmod,Dropmod,2025-11-22,PC,4279.0,4277.0,4279.0
z172dorz,xz5qzq4x,Glitchless,Any% No Dropmod,No Dropmod,2025-11-20,PC,5805.0,5792.0,5805.0
zq5g94rz,jop2923x,Glitchless,Any% No Dropmod,No Dropmod,2025-11-03,PC,9889.0,9889.0,9889.0
z56jkgjy,jppq4qyj,Glitchless,Any% Dropmod,Dropmod,2025-10-21,PC,3528.0,3810.0,3528.0
yo539q7z,j01zd29x,Glitchless,Any% No Dropmod,No Dropmod,2025-10-19,PC,3158.0,0.0,3158.0
ydoq4gjz,8q0mq27j,Glitchless,Any% No Dropmod,No Dropmod,2025-10-02,PC,4928.0,5276.0,4928.0
m7v1lw0m,jppq4qyj,Glitchless,Any% Dropmod,Dropmod,2025-09-24,PC,3815.0,4119.0,3815.0
y2r9n67m,jppgmm5j,Glitchless,Any% No Dropmod,No Dropmod,2025-09-21,PlayStation 4,3415.0,0.0,3415.0
y8g55ewz,8q0znewj,Glitchless,Any% Dropmod,Dropmod,2025-09-18,PC,2971.0,0.0,2971.0
m329xr4y,jppgmm5j,Glitchless,Any% Dropmod,Dropmod,2025-09-17,PC,3455.0,0.0,3455.0
y28ok3jy,86n6gkqx,Glitchless,Any% No Dropmod,No Dropmod,2025-09-07,PC,2680.0,0.0,2680.0
zqplpj5m,8enk1pd8,Glitchless,Any% Dropmod,Dropmod,2025-09-07,PC,3150.0,0.0,3150.0
yd47v5qy,zxzyw30j,Glitchless,Any% Dropmod,Dropmod,2025-09-06,PC,3024.0,0.0,3024.0
y4n407km,jm03zwe8,Glitchless,Any% Dropmod,Dropmod,2025-09-01,PC,3415.0,0.0,3415.0
yoegeo7z,8q0znewj,Glitchless,Any% Dropmod,Dropmod,2025-09-01,PC,3058.0,0.0,3058.0
zg600qnm,jpop7wy8,Glitchless,Any% Dropmod,Dropmod,2025-09-01,PC,3202.0,0.0,3202.0
m7vqwg4m,xyyz05nx,Glitchless,Any% Dropmod,Dropmod,2025-08-31,PC,3734.0,0.0,3734.0
z1646jjm,jppq4qyj,Glitchless,Any% Dropmod,Dropmod,2025-08-31,PC,4126.0,4506.0,4126.0
y8glnewz,8w9gok3j,Glitchless,Any% No Dropmod,No Dropmod,2025-08-26,PC,2696.0,0.0,2696.0
y9egpekz,jpop7wy8,Glitchless,Any% Dropmod,Dropmod,2025-08-25,PC,3304.0,0.0,3304.0
y9ew40ez,86pw563j,Glitchless,Any% Dropmod,Dropmod,2025-08-21,PC,2827.0,0.0,2827.0
zng6onlm,8enk1pd8,Glitchless,Any% Dropmod,Dropmod,2025-08-21,PC,3341.0,0.0,3341.0
ylj5qkkm,8wkr9d48,Glitchless,Any% Dropmod,Dropmod,2025-08-17,PC,2892.0,0.0,2892.0
yd4o2qqy,jpop7wy8,Glitchless,Any% Dropmod,Dropmod,2025-08-15,PC,3618.0,0.0,3618.0
y4nnlxkm,86pw563j,Glitchless,Any% Dropmod,Dropmod,2025-08-13,PC,2887.0,0.0,2887.0
y8ggxw1z,8v7y4728,Glitchless,Any% Dropmod,Dropmod,2025-08-12,PC,5240.0,0.0,5240.0
y8ggd3nz,81q2ogqj,Glitchless,Any% Dropmod,Dropmod,2025-08-11,PC,4263.0,0.0,4263.0
y288qq9y,zxzyw30j,Glitchless,Any% No Dropmod,No Dropmod,2025-08-10,PC,3292.0,0.0,3292.0
y4njpr3m,8enk1pd8,Glitchless,Any% Dropmod,Dropmod,2025-08-08,PC,3512.0,0.0,3512.0
z008olez,81ky57lj,Glitchless,Any% No Dropmod,No Dropmod,2025-08-06,PC,4413.0,4413.0,4413.0
yoeqjgjz,8ez57q68,Glitchless,Any% No Dropmod,No Dropmod,2025-08-04,PlayStation 4,3549.0,0.0,3549.0
m7lepp0y,8r66e768,Glitchless,Any% Dropmod,Dropmod,2025-08-04,PC,4529.0,0.0,4529.0
z00q8gez,8ez57q68,Glitchless,Any% No Dropmod,No Dropmod,2025-08-02,PlayStation 4,3775.0,0.0,3775.0
z16np8rm,48gomoyx,Glitchless,Any% Dropmod,Dropmod,2025-07-30,PC,4783.0,0.0,4783.0
zx0qrwgz,jopn2wnx,Glitchless,Any% Dropmod,Dropmod,2025-07-28,PC,4279.0,4277.0,4279.0
me2gq28m,o86ddg0j,Glitchless,Any% Dropmod,Dropmod,2025-07-28,PC,2761.0,0.0,2761.0
z16993wm,8ez57q68,Glitchless,All Bosses,,2025-07-26,PlayStation 4,7481.0,8182.0,7481.0
z1695g7m,8ez57q68,Glitchless,Any% No Dropmod,No Dropmod,2025-07-24,PlayStation 4,4564.0,5019.0,4564.0
y6je5v0m,jng43qq8,Glitchless,Any% No Dropmod,No Dropmod,2025-07-23,PC,3478.0,0.0,3478.0
yv7vkg6y,8q0rk1qj,Glitchless,Any% Dropmod,Dropmod,2025-07-22,PC,2783.0,0.0,2783.0
yoen5o1z,x3164l28,Glitchless,Any% Dropmod,Dropmod,2025-07-16,PC,2903.0,0.0,2903.0
y6j2001m,8v7g1q28,Glitchless,Any% No Dropmod,No Dropmod,2025-07-14,PC,3181.0,0.0,3181.0
y9e8oe2z,j01wm63x,Glitchless,Any% Dropmod,Dropmod,2025-07-11,PC,6706.0,6706.0,6706.0
y28jk17y,81v0py38,Glitchless,Any% Dropmod,Dropmod,2025-07-09,PC,3575.0,0.0,3575.0
yjq826om,x3164l28,Glitchless,Any% No Dropmod,No Dropmod,2025-07-08,PC,3084.0,0.0,3084.0
zngjqrvm,7j4pkrlj,Glitchless,All Bosses,,2025-07-08,PC,4297.0,0.0,4297.0
zx0ngx5z,jok9koe8,Glitchless,Any% No Dropmod,No Dropmod,2025-07-06,PC,2985.0,2985.0,2985.0
yv70lpey,8q0rk1qj,Glitchless,Any% No Dropmod,No Dropmod,2025-07-03,PC,2819.0,0.0,2819.0
yoelnk5z,x3164l28,Glitchless,Any% Dropmod,Dropmod,2025-06-30,PC,2996.0,0.0,2996.0
zngp9r3m,x3164l28,Glitchless,Any% Dropmod,Dropmod,2025-06-27,PC,3026.0,0.0,3026.0
me236q2m,867r73pj,Glitchless,Any% Dropmod,Dropmod,2025-06-24,PC,3195.0,0.0,3195.0
zx0l76kz,x3164l28,Glitchless,Any% Dropmod,Dropmod,2025-06-20,PC,3253.0,0.0,3253.0
mkwe5nxm,867r73pj,Glitchless,Any% Dropmod,Dropmod,2025-06-20,PC,3364.0,0.0,3364.0
zx0llogz,8q0znewj,Glitchless,Any% Dropmod,Dropmod,2025-06-20,PC,3344.0,0.0,3344.0
zpo23vxm,x7g719qx,Glitchless,Any% No Dropmod,No Dropmod,2025-06-19,PC,4090.0,0.0,4090.0
yd4w850y,jp6r0qy8,Glitchless,All Bosses,,2025-06-17,PC,4719.0,5132.0,4719.0
yjqx4edm,8v7g1q28,Glitchless,Any% Dropmod,Dropmod,2025-06-17,PC,3206.0,0.0,3206.0
z5wdn0nz,81v0py38,Glitchless,Any% No Dropmod,No Dropmod,2025-06-16,PC,3733.0,0.0,3733.0
y6j9r5qm,81v0py38,Glitchless,Any% No Dropmod,No Dropmod,2025-06-13,PC,5104.0,0.0,5104.0
m7l75g5y,81v0py38,Glitchless,Any% Dropmod,Dropmod,2025-06-13,PC,3872.0,0.0,3872.0
yoe6je0z,8d9gew9x,Glitchless,Any% No Dropmod,No Dropmod,2025-06-12,Xbox Series X,4616.0,4996.0,4616.0
yljqgqkm,7j4pkrlj,Glitchless,All Bosses,,2025-06-11,PC,4327.0,0.0,4327.0
yljqwvkm,86n6gkqx,Glitchless,Any% No Dropmod,No Dropmod,2025-06-09,PC,2723.0,0.0,2723.0
me276l9m,jm03zwe8,Glitchless,Any% Dropmod,Dropmod,2025-06-06,PC,3749.0,0.0,3749.0
yoe9dvdz,8q0rk1qj,Glitchless,Any% Dropmod,Dropmod,2025-05-30,PC,2904.0,0.0,2904.0
me294g9m,81v0py38,Glitchless,Any% Dropmod,Dropmod,2025-05-29,PC,4236.0,0.0,4236.0
z006qdjz,8d9gew9x,Glitchless,Any% No Dropmod,No Dropmod,2025-05-28,Xbox Series X,5608.0,6070.0,5608.0
mkw8xqxm,8wkr9d48,Glitchless,Any% Dropmod,Dropmod,2025-05-27,PC,2934.0,0.0,2934.0
m7lg29ey,jm03zwe8,Glitchless,Any% Dropmod,Dropmod,2025-05-22,PC,4402.0,4857.0,4402.0
yw28qk2y,8q0znewj,Glitchless,Any% Dropmod,Dropmod,2025-05-21,PC,4261.0,0.0,4261.0
m3v5kv6z,jnpr1m28,Glitchless,Any% No Dropmod,No Dropmod,2025-05-19,PC,5262.0,5682.0,5262.0
zpor9j8m,j9vmdwrx,Glitchless,Any% No Dropmod,No Dropmod,2025-05-18,PC,6688.0,7200.0,6688.0
yd4558vy,8v7g1q28,Glitchless,Any% Dropmod,Dropmod,2025-05-16,PC,3260.0,0.0,3260.0
y9e5qdez,8wkr9d48,Glitchless,Any% Dropmod,Dropmod,2025-05-14,PC,2960.0,0.0,2960.0
zngr5wlm,jng43qq8,Glitchless,Any% No Dropmod,No Dropmod,2025-05-13,PC,3533.0,3609.0,3533.0
mrde27gz,7j4pkrlj,Glitchless,All Bosses,,2025-05-12,PC,4348.0,0.0,4348.0
yljk3lrm,xyynl3vx,Glitchless,Any% Dropmod,Dropmod,2025-05-12,PC,3428.0,0.0,3428.0
mrdeo4gz,xyynl3vx,Glitchless,Any% Dropmod,Dropmod,2025-05-09,PC,3566.0,0.0,3566.0
yljr51nm,5j5ey3zj,Glitchless,Any% Dropmod,Dropmod,2025-05-08,PC,6092.0,0.0,6092.0
mkw9r5vm,8v7g1q28,Glitchless,Any% Dropmod,Dropmod,2025-05-06,PC,3496.0,0.0,3496.0
z161k9wm,8q0rk1qj,Glitchless,Any% Dropmod,Dropmod,2025-05-05,PC,3113.0,0.0,3113.0
zng4ovlm,7j4pkrlj,Glitchless,All Bosses,,2025-05-03,PC,4382.0,0.0,4382.0
yw2pjq3y,8lzp4r4x,Glitchless,Any% Dropmod,Dropmod,2025-05-03,PC,3965.0,0.0,3965.0
z5w11kgz,jok9koe8,Glitchless,Any% No Dropmod,No Dropmod,2025-05-01,PC,3080.0,3080.0,3080.0
y2rkx5wm,81pn71q8,Glitchless,Any% Dropmod,Dropmod,2025-04-27,PC,4043.0,4043.0,4043.0
y9e712ez,8q0rk1qj,Glitchless,Any% Dropmod,Dropmod,2025-04-25,PC,3327.0,0.0,3327.0
y289no7y,x7qdnqr8,Glitchless,Any% Dropmod,Dropmod,2025-04-23,PC,2798.0,0.0,2798.0
z16djvgm,8v7g1q28,Glitchless,Any% Dropmod,Dropmod,2025-04-19,PC,3667.0,0.0,3667.0
m7erv60z,7j4pkrlj,Glitchless,All Bosses,,2025-04-18,PC,4394.0,0.0,4394.0
zgj46ldz,8qpg62ox,Glitchless,Any% No Dropmod,No Dropmod,2025-04-16,PC,3426.0,0.0,3426.0
zpk7rgny,jmp3wdzj,Glitchless,Any% No Dropmod,No Dropmod,2025-04-14,PC,3231.0,0.0,3231.0
ydvk810y,8eo4k77j,Glitchless,Any% No Dropmod,No Dropmod,2025-04-13,PC,3214.0,0.0,3214.0
yoqwg80z,8v7g1q28,Glitchless,Any% No Dropmod,No Dropmod,2025-04-12,PC,3948.0,0.0,3948.0
zgj595jz,jok9koe8,Glitchless,Any% Dropmod,Dropmod,2025-04-12,PC,3117.0,3117.0,3117.0
zxj1w48y,8q07y67j,Glitchless,Any% No Dropmod,No Dropmod,2025-04-10,PlayStation 5,3391.0,0.0,3391.0
z08gxe8m,jmp3wdzj,Glitchless,Any% Dropmod,Dropmod,2025-04-10,PC,3235.0,0.0,3235.0
y9prjgrm,jonelg38,Glitchless,Any% Dropmod,Dropmod,2025-04-10,PC,3788.0,3900.0,3788.0
z1vep9wz,xyynl3vx,Glitchless,Any% Dropmod,Dropmod,2025-04-09,PC,3701.0,0.0,3701.0
yww9j33y,x7qdnqr8,Glitchless,Any% Dropmod,Dropmod,2025-04-09,PC,2819.0,0.0,2819.0
z1verx7z,8v7g1q28,Glitchless,Any% Dropmod,Dropmod,2025-04-08,PC,4590.0,0.0,4590.0
yww7l13y,8d4ovwo8,Glitchless,Any% No Dropmod,No Dropmod,2025-04-06,PC,4864.0,0.0,4864.0
ylpww5rm,j20kvdnx,Glitchless,Any% No Dropmod,No Dropmod,2025-04-06,PC,3592.0,3913.0,3592.0
zgj0e40z,jok9koe8,Glitchless,Any% Dropmod,Dropmod,2025-03-30,PC,3236.0,3238.0,3236.0
y4jv8j2y,x7qdnqr8,Glitchless,Any% No Dropmod,No Dropmod,2025-03-28,PC,2837.0,0.0,2837.0
mend663m,xyl4nzvj,Glitchless,All Bosses,,2025-03-26,PC,4558.0,0.0,4558.0
mr0505gm,x7zomyy8,Glitchless,Any% No Dropmod,No Dropmod,2025-03-23,PC,4754.0,0.0,4754.0
m7ev095z,8gow0g2x,Glitchless,Any% No Dropmod,No Dropmod,2025-03-22,PC,4518.0,4845.0,4518.0
y8on911m,j4p1kylj,Glitchless,Any% No Dropmod,No Dropmod,2025-03-20,Xbox One,6252.0,7231.0,6252.0
m7evx49z,8qpg62ox,Glitchless,Any% No Dropmod,No Dropmod,2025-03-20,PC,3596.0,0.0,3596.0
men22k2m,jmp3wdzj,Glitchless,Any% Dropmod,Dropmod,2025-03-18,PC,3337.0,0.0,3337.0
mkowvv1z,j9vmeeox,Glitchless,Any% Dropmod,Dropmod,2025-03-17,PC,4069.0,0.0,4069.0
y2n820wy,xzlq5708,Glitchless,Any% No Dropmod,No Dropmod,2025-03-15,PC,4562.0,4562.0,4562.0
y8og9pwm,jn6o214x,Glitchless,Any% Dropmod,Dropmod,2025-03-14,PC,8159.0,8705.0,8159.0
z1vved9z,jmp3wdzj,Glitchless,Any% Dropmod,Dropmod,2025-03-13,PC,3393.0,0.0,3393.0
yvnn7k6m,j4p1kylj,Glitchless,Any% No Dropmod,No Dropmod,2025-03-12,Xbox One,9978.0,11493.0,9978.0
y2nnn7jy,o86lkq58,Glitchless,Any% Dropmod,Dropmod,2025-03-12,PC,3823.0,0.0,3823.0
ydvvw9wy,j20kvdnx,Glitchless,Any% No Dropmod,No Dropmod,2025-03-10,PC,5495.0,0.0,5495.0
ywwwd52y,7j4pkrlj,Glitchless,All Bosses,,2025-03-09,PC,4409.0,0.0,4409.0
y2nwle7y,x7zomyy8,Glitchless,Any% No Dropmod,No Dropmod,2025-03-07,PC,5181.0,0.0,5181.0
yoqx0xdz,8eo4k77j,Glitchless,Any% Dropmod,Dropmod,2025-03-05,PC,3881.0,0.0,3881.0
z5lgx65y,81p10158,Glitchless,All Bosses,,2025-03-05,PC,6287.0,0.0,6287.0
zq28lo5z,xzlq5708,Glitchless,Any% No Dropmod,No Dropmod,2025-03-01,PC,4927.0,4924.0,4927.0
y6g2gj1m,7j4pkrlj,Glitchless,All Bosses,,2025-02-18,PC,4429.0,0.0,4429.0
y4jxvlqy,86pw563j,Glitchless,Any% Dropmod,Dropmod,2025-02-07,PC,2961.0,0.0,2961.0
men1n92m,86pw563j,Glitchless,Any% Dropmod,Dropmod,2025-02-06,PC,3060.0,0.0,3060.0
zpkdl0ny,xyl4nzvj,Glitchless,All Bosses,,2025-02-03,PC,4611.0,0.0,4611.0
men3x13m,x3pkzdk8,Glitchless,Any% No Dropmod,No Dropmod,2025-01-27,PC,5443.0,0.0,5443.0
z5lvvkgy,7j4pkrlj,Glitchless,All Bosses,,2025-01-23,PC,4484.0,0.0,4484.0
ydvw07xy,xyl4nzvj,Glitchless,All Bosses,,2025-01-20,PC,4762.0,0.0,4762.0
m7e74q0z,jngem628,Glitchless,Any% No Dropmod,No Dropmod,2025-01-17,PC,5109.0,5520.0,5109.0
ylpq8lnm,j0ezk6m8,Glitchless,Any% No Dropmod,No Dropmod,2025-01-15,Xbox Series X,5782.0,5789.0,5782.0
yje14nom,x3pnk368,Glitchless,Any% No Dropmod,No Dropmod,2025-01-04,PC,3486.0,0.0,3486.0
zgjvp8nz,j9voo0nx,Glitchless,Any% Dropmod,Dropmod,2024-12-24,PC,6922.0,7140.0,6922.0
y8o237xm,j0e30vm8,Glitchless,All Bosses,,2024-12-24,PC,7336.0,9212.0,7336.0
y2n15k6y,xyl4nzvj,Glitchless,All Bosses,,2024-12-17,PC,4854.0,0.0,4854.0
yoq2wd7z,xyl4nzvj,Glitchless,All Bosses,,2024-12-15,PC,4898.0,0.0,4898.0
ylp4282m,8qpg62ox,Glitchless,Any% No Dropmod,No Dropmod,2024-12-13,PC,4043.0,0.0,4043.0
yjek8e7m,86305zq8,Glitchless,Any% Dropmod,Dropmod,2024-12-07,PC,3164.0,0.0,3164.0
mr0q1g2m,86n6gkqx,Glitchless,Any% Dropmod,Dropmod,2024-12-06,PC,2699.0,2922.0,2699.0
z08epw4m,xyl4nzvj,Glitchless,All Bosses,,2024-12-06,PC,4942.0,0.0,4942.0
y8oq1n1m,jn6ryq2x,Glitchless,Any% Dropmod,Dropmod,2024-12-05,PC,5175.0,0.0,5175.0
y9d4do2m,xkp6y99j,Glitchless,Any% Dropmod,Dropmod,2024-11-24,PC,3448.0,0.0,3448.0
ylx8eqny,86pw563j,Glitchless,Any% Dropmod,Dropmod,2024-11-16,PC,3149.0,0.0,3149.0
y2wod66y,xyl4nzvj,Glitchless,All Bosses,,2024-11-15,PC,5044.0,0.0,5044.0
m7ok965y,86pw563j,Glitchless,Any% Dropmod,Dropmod,2024-11-13,PC,3230.0,0.0,3230.0
meg5pl9y,jo1ld1nx,Glitchless,Any% No Dropmod,No Dropmod,2024-11-11,Xbox Series X,5024.0,0.0,5024.0
znxlq2vy,86n6gkqx,Glitchless,Any% Dropmod,Dropmod,2024-11-09,PC,2718.0,2947.0,2718.0
zxxr765z,xyl4nzvj,Glitchless,All Bosses,,2024-11-08,PC,7180.0,0.0,7180.0
y8o3gr5m,86305zq8,Glitchless,Any% Dropmod,Dropmod,2024-11-06,PC,3274.0,0.0,3274.0
y8p433dz,8qpg62ox,Glitchless,Any% No Dropmod,No Dropmod,2024-11-05,PC,4580.0,4846.0,4580.0
z0q25njm,jo1g057x,Glitchless,Any% Dropmod,Dropmod,2024-10-31,PC,3995.0,0.0,3995.0
y4lv8x3z,jok9koe8,Glitchless,Any% Dropmod,Dropmod,2024-10-31,PC,3324.0,3321.0,3324.0
ylx5lk3y,jo1ld1nx,Glitchless,Any% No Dropmod,No Dropmod,2024-10-27,Xbox Series X,5453.0,0.0,5453.0
zgo9830m,86305zq8,Glitchless,Any% Dropmod,Dropmod,2024-10-27,PC,3380.0,0.0,3380.0
y2wrvlwy,pj0yze9x,Glitchless,Any% Dropmod,Dropmod,2024-10-25,PC,3622.0,0.0,3622.0
ywx54knm,8qr6l7wj,Glitchless,Any% Dropmod,Dropmod,2024-10-24,PC,3251.0,0.0,3251.0
zxx5d45z,86n6gkqx,Glitchless,Any% No Dropmod,No Dropmod,2024-10-24,PC,2750.0,2974.0,2750.0
zpxogqnm,8lo9n178,Glitchless,Any% No Dropmod,No Dropmod,2024-10-20,PC,4456.0,0.0,4456.0
m3j2go4z,86n6gkqx,Glitchless,Any% Dropmod,Dropmod,2024-10-20,PC,2782.0,3003.0,2782.0
mrxdrj4m,jo1ld1nx,Glitchless,Any% No Dropmod,No Dropmod,2024-10-19,Xbox Series X,6003.0,0.0,6003.0
yvxn1j4z,xkp6y99j,Glitchless,Any% No Dropmod,No Dropmod,2024-10-12,PC,3506.0,0.0,3506.0
z5gg8xgm,pj0yze9x,Glitchless,Any% No Dropmod,No Dropmod,2024-10-07,PC,3769.0,0.0,3769.0
y8pkko1z,j0e30vm8,Glitchless,Any% No Dropmod,No Dropmod,2024-09-24,PC,4552.0,5874.0,4552.0
yj927kdz,j52qggqj,Glitchless,Any% No Dropmod,No Dropmod,2024-09-18,PC,4969.0,0.0,4969.0
y2wg127y,j0e30vm8,Glitchless,Any% No Dropmod,No Dropmod,2024-09-15,PC,5130.0,6299.0,5130.0
y6ex5g6z,jp6r0qy8,Glitchless,Any% Dropmod,Dropmod,2024-09-02,PC,3732.0,4069.0,3732.0
y9d37nvm,86n6gkqx,Glitchless,Any% Dropmod,Dropmod,2024-08-08,PC,2796.0,3031.0,2796.0
mk136rly,86n6gkqx,Glitchless,Any% Dropmod,Dropmod,2024-07-31,PC,2845.0,3107.0,2845.0
ywx830nm,8dpzp1m8,Glitchless,Any% No Dropmod,No Dropmod,2024-07-28,PC,2901.0,3231.0,2901.0
z1nj65gy,xzy7pkej,Glitchless,Any% Dropmod,Dropmod,2024-07-25,PC,5493.0,0.0,5493.0
megxlp8y,5j5g7zq8,Glitchless,Any% Dropmod,Dropmod,2024-07-24,PC,3270.0,0.0,3270.0
mk12031y,j0e30vm8,Glitchless,Any% No Dropmod,No Dropmod,2024-07-24,PC,5724.0,6403.0,5724.0
y6ep2ppz,zx79m6vj,Glitchless,Any% No Dropmod,No Dropmod,2024-07-19,Xbox Series X,6833.0,0.0,6833.0
znx4pn8y,5j5g7zq8,Glitchless,Any% Dropmod,Dropmod,2024-07-18,PC,3445.0,0.0,3445.0
z5g1eqgm,x36o03ex,Glitchless,Any% No Dropmod,No Dropmod,2024-07-16,PC,3683.0,0.0,3683.0
yj9kdenz,8wkr9d48,Glitchless,Any% No Dropmod,No Dropmod,2024-07-13,PlayStation 5,3040.0,3322.0,3040.0
yj9kk4oz,8wkr9d48,Glitchless,Any% No Dropmod,No Dropmod,2024-07-11,PlayStation 5,3115.0,3408.0,3115.0
y8p3w15z,8wkr9d48,Glitchless,Any% No Dropmod,No Dropmod,2024-07-09,PlayStation 5,3128.0,3442.0,3128.0
y8p3xq5z,8wkr9d48,Glitchless,Any% No Dropmod,No Dropmod,2024-07-08,PlayStation 5,3221.0,3563.0,3221.0
mrxj9gdm,zx79m6vj,Glitchless,Any% No Dropmod,No Dropmod,2024-07-07,Xbox Series X,7464.0,0.0,7464.0
yo0wx67y,86n6gkqx,Glitchless,Any% Dropmod,Dropmod,2024-06-27,PC,3179.0,0.0,3179.0
zgl5orvm,86n6gkqx,Glitchless,Any% No Dropmod,No Dropmod,2024-06-27,PC,2980.0,3249.0,2980.0
zq8og6xz,86n6gkqx,Glitchless,Any% Dropmod,Dropmod,2024-06-18,PC,3255.0,3527.0,3255.0
m7n41xwz,8dpzp1m8,Glitchless,Any% No Dropmod,No Dropmod,2024-06-17,PC,3214.0,3543.0,3214.0
m7njveez,j0w7lm98,Glitchless,Any% No Dropmod,No Dropmod,2024-06-16,PlayStation 4,5545.0,6083.0,5545.0
zgl0n0dm,xyl4nzvj,Glitchless,Any% Dropmod,Dropmod,2024-06-16,PC,2845.0,0.0,2845.0
ywgov30z,8v0qowvx,Glitchless,Any% Dropmod,Dropmod,2024-06-14,PC,3536.0,0.0,3536.0
mrv5g64z,xyl4nzvj,Glitchless,Any% Dropmod,Dropmod,2024-06-10,PC,2929.0,0.0,2929.0
zgl9oqvm,8dpzod98,Glitchless,Any% Dropmod,Dropmod,2024-06-09,PC,4825.0,4816.0,4825.0
ywg5kepz,8v2nzgyj,Glitchless,Any% Dropmod,Dropmod,2024-06-07,PC,4001.0,0.0,4001.0
y460w6qz,j2023epx,Glitchless,Any% Dropmod,Dropmod,2024-06-06,PC,3440.0,0.0,3440.0
z1ne349y,8q67z0dj,Glitchless,Any% Dropmod,Dropmod,2024-06-04,PC,3976.0,0.0,3976.0
y9jw20em,jm7g54nj,Glitchless,Any% No Dropmod,No Dropmod,2024-06-03,PC,6128.0,0.0,6128.0
z58wv5ez,j2023epx,Glitchless,Any% Dropmod,Dropmod,2024-06-01,PC,4016.0,0.0,4016.0
yo0e6d0y,x7qdnqr8,Glitchless,Any% Dropmod,Dropmod,2024-06-01,PC,2851.0,0.0,2851.0
y6vjpvqm,x36o03ex,Glitchless,Any% No Dropmod,No Dropmod,2024-05-30,PC,4114.0,0.0,4114.0
z0d88k9y,x7qdnqr8,Glitchless,Any% Dropmod,Dropmod,2024-05-28,PC,2900.0,0.0,2900.0
zn2xl58z,x36o03ex,Glitchless,Any% No Dropmod,No Dropmod,2024-05-23,PC,4589.0,0.0,4589.0
m30jdrdm,j032yewj,Glitchless,Any% Dropmod,Dropmod,2024-05-18,PC,3522.0,0.0,3522.0
y6ve38jm,j0w02yw8,Glitchless,Any% No Dropmod,No Dropmod,2024-05-18,PC,5392.0,0.0,5392.0
y8wwk2wy,xkpwqp2j,Glitchless,Any% Dropmod,Dropmod,2024-05-15,PC,5043.0,0.0,5043.0
zq8dplxz,8dpd0lg8,Glitchless,Any% No Dropmod,No Dropmod,2024-05-11,PC,4254.0,0.0,4254.0
y9jkedvm,8dpzod98,Glitchless,Any% No Dropmod,No Dropmod,2024-05-11,PC,5681.0,5675.0,5681.0
ywgn24nz,8dpd0lg8,Glitchless,Any% Dropmod,Dropmod,2024-05-11,PC,4390.0,0.0,4390.0
y46kqv2z,e8emmopx,Glitchless,Any% Dropmod,Dropmod,2024-05-09,PC,2804.0,0.0,2804.0
yvlv30oz,8dpzod98,Glitchless,Any% No Dropmod,No Dropmod,2024-05-07,PC,6492.0,6487.0,6492.0
z19l6pjm,x77l330x,Glitchless,Any% No Dropmod,No Dropmod,2024-05-05,PC,4311.0,0.0,4311.0
y6vo20jm,8lrgv548,Glitchless,Any% No Dropmod,No Dropmod,2024-04-28,PC,4474.0,0.0,4474.0
yvl0dq8z,xyqvk0v8,Glitchless,Any% Dropmod,Dropmod,2024-04-24,PC,4452.0,0.0,4452.0
y8w030xy,xyl4nzvj,Glitchless,Any% Dropmod,Dropmod,2024-04-24,PC,3007.0,0.0,3007.0
mrvr0d2z,86neqgqx,Glitchless,Any% Dropmod,Dropmod,2024-04-23,PC,2739.0,0.0,2739.0
m7nx285z,x77l330x,Glitchless,Any% No Dropmod,No Dropmod,2024-04-21,PC,5399.0,0.0,5399.0
y46x242z,8dpzp1m8,Glitchless,Any% No Dropmod,No Dropmod,2024-04-20,PC,3494.0,3810.0,3494.0
y6v0wk1m,8dpzp1m8,Glitchless,Any% No Dropmod,No Dropmod,2024-04-18,PC,3630.0,3900.0,3630.0
zp69lwgm,jmllore8,Glitchless,All Bosses,,2024-04-13,PC,4442.0,0.0,4442.0
y6vn431m,8lr0yl48,Glitchless,Any% No Dropmod,No Dropmod,2024-04-11,PC,3993.0,0.0,3993.0
y9jlwenm,xkpez36j,Glitchless,Any% No Dropmod,No Dropmod,2024-04-11,PC,3625.0,0.0,3625.0
z0do5jey,8lo9n178,Glitchless,Any% No Dropmod,No Dropmod,2024-04-07,PC,5885.0,0.0,5885.0
yo062e5y,8lrl3wr8,Glitchless,Any% No Dropmod,No Dropmod,2024-03-31,PC,8242.0,0.0,8242.0
yldr903m,xkpez36j,Glitchless,Any% No Dropmod,No Dropmod,2024-03-30,PC,3903.0,0.0,3903.0
zxqgj8km,j46gqol8,Glitchless,Any% No Dropmod,No Dropmod,2024-03-29,PC,3745.0,0.0,3745.0
m7n8424z,8dpmo1l8,Glitchless,Any% No Dropmod,No Dropmod,2024-03-24,PC,11686.0,11686.0,11686.0
ywgdoppz,x771lnyx,Glitchless,Any% No Dropmod,No Dropmod,2024-03-18,PC,3613.0,4094.0,3613.0
zp6rdngm,j0w57lw8,Glitchless,Any% No Dropmod,No Dropmod,2024-03-09,PC,4990.0,0.0,4990.0
mewo6oqm,j0w57lw8,Glitchless,Any% No Dropmod,No Dropmod,2024-03-08,PC,7282.0,7731.0,7282.0
yjol6koz,x771lnyx,Glitchless,Any% No Dropmod,No Dropmod,2024-03-08,PC,3788.0,4132.0,3788.0
y8w13vny,jmllore8,Glitchless,All Bosses,,2024-02-27,PC,4490.0,0.0,4490.0
