id,player_id,category,subcategory,dropmod,date,platform,time_primary,time_realtime,time_ingame
zq83vwrz,8lrv0m28,Glitchless,Any% No Dropmod,No Dropmod,2024-02-24,Xbox Series X,5517.0,0.0,5517.0
z19d6vwm,j46gqol8,Glitchless,Any% No Dropmod,No Dropmod,2024-02-16,PC,4012.0,0.0,4012.0
m7n1725z,jok9koe8,Glitchless,Any% No Dropmod,No Dropmod,2024-02-11,PlayStation 5,3536.0,3747.0,3536.0
mr23kgdy,x367532x,Glitchless,Any% No Dropmod,No Dropmod,2024-02-07,PC,4655.0,0.0,4655.0
m7n1x10z,xkpk6p6j,Glitchless,Any% No Dropmod,No Dropmod,2024-02-04,PC,3667.0,0.0,3667.0
znel98lz,81myrz58,Glitchless,Any% No Dropmod,No Dropmod,2024-01-29,PC,5151.0,0.0,5151.0
y9kqdwrz,j46gqol8,Glitchless,Any% No Dropmod,No Dropmod,2024-01-29,PC,4271.0,4271.0,4271.0
m3k4rwqy,81myrz58,Glitchless,Any% No Dropmod,No Dropmod,2024-01-27,PC,5482.0,5833.0,5482.0
yooexndy,8wkr9d48,Glitchless,Any% No Dropmod,No Dropmod,2024-01-12,PlayStation 5,3299.0,3640.0,3299.0
z1k6qg9y,8wkr9d48,Glitchless,Any% No Dropmod,No Dropmod,2024-01-11,PlayStation 5,3522.0,3903.0,3522.0
m73e459y,xyqvk0v8,Glitchless,Any% No Dropmod,No Dropmod,2024-01-07,PC,4562.0,0.0,4562.0
me0g100z,qjn95nwx,Glitchless,Any% No Dropmod,No Dropmod,2023-12-30,PC,5979.0,6280.0,5979.0
m733399y,jmllore8,Glitchless,Any% No Dropmod,No Dropmod,2023-12-18,PC,2745.0,0.0,2745.0
ywnrpx2y,68wk9eq8,Glitchless,Any% No Dropmod,No Dropmod,2023-12-07,PC,7519.0,0.0,7519.0
yvv8dney,68wk9eq8,Glitchless,Any% No Dropmod,No Dropmod,2023-12-05,PC,9419.0,0.0,9419.0
m3kxw36y,jmllore8,Glitchless,Any% No Dropmod,No Dropmod,2023-11-26,PC,2787.0,0.0,2787.0
y9kvewvz,8lo7z4v8,Glitchless,Any% No Dropmod,No Dropmod,2023-11-19,PC,4280.0,0.0,4280.0
m3k7164y,8dp94n98,Glitchless,Any% No Dropmod,No Dropmod,2023-10-30,PC,5070.0,5466.0,5070.0
mkq5335m,jng1g218,Glitchless,Any% No Dropmod,No Dropmod,2023-10-30,PC,3478.0,0.0,3478.0
ywnq7q3y,8dp94n98,Glitchless,Any% No Dropmod,No Dropmod,2023-10-28,PC,6605.0,7151.0,6605.0
zxw65wkm,xkp6y99j,Glitchless,Any% No Dropmod,No Dropmod,2023-10-20,PC,3754.0,3755.0,3754.0
yoo97n7y,xyqqw2z8,Glitchless,Any% No Dropmod,No Dropmod,2023-10-16,PC,3332.0,0.0,3332.0
me063q3z,jpyz3r0j,Glitchless,Any% No Dropmod,No Dropmod,2023-10-10,PC,5125.0,0.0,5125.0
y8k2jrxy,jok2pol8,Glitchless,Any% No Dropmod,No Dropmod,2023-10-03,PC,3864.0,3864.0,3864.0
yjw383dm,xkppnp9j,Glitchless,Any% No Dropmod,No Dropmod,2023-09-27,PC,14520.0,0.0,14520.0
zg8n3vny,j460evv8,Glitchless,Any% No Dropmod,No Dropmod,2023-09-18,PC,3857.0,4150.0,3857.0
yll9q72y,xylrnmmj,Glitchless,Any% No Dropmod,No Dropmod,2023-09-13,PC,4686.0,0.0,4686.0
yd28xewm,x356507j,Glitchless,Any% No Dropmod,No Dropmod,2023-09-10,PlayStation 4,6622.0,0.0,6622.0
yoovkedy,xylrnmmj,Glitchless,Any% No Dropmod,No Dropmod,2023-09-06,PC,4923.0,0.0,4923.0
m70rlpwy,x356507j,Glitchless,Any% No Dropmod,No Dropmod,2023-09-03,PlayStation 4,8322.0,0.0,8322.0
y865qk5m,x356507j,Glitchless,Any% No Dropmod,No Dropmod,2023-08-31,PlayStation 4,8379.0,9267.0,8379.0
m70k879y,j9p7qmvx,Glitchless,Any% No Dropmod,No Dropmod,2023-08-26,PC,5450.0,0.0,5450.0
y624vkqz,x356507j,Glitchless,Any% No Dropmod,No Dropmod,2023-08-23,PlayStation 4,9415.0,10381.0,9415.0
y98qkkrz,8g5mllrj,Glitchless,Any% No Dropmod,No Dropmod,2023-08-22,PlayStation 4,3499.0,0.0,3499.0
z0j4rr9y,x356507j,Glitchless,Any% No Dropmod,No Dropmod,2023-08-21,PlayStation 4,9440.0,10295.0,9440.0
z0j4ep8y,8g5mllrj,Glitchless,Any% No Dropmod,No Dropmod,2023-08-20,PlayStation 4,3618.0,0.0,3618.0
zqj5lj5m,8q5rpqd8,Glitchless,Any% No Dropmod,No Dropmod,2023-08-13,PC,3551.0,3940.0,3551.0
ywr55r0m,8dp4kdl8,Glitchless,Any% No Dropmod,No Dropmod,2023-08-12,PC,3947.0,0.0,3947.0
znv5208m,pj0p6rxw,Glitchless,Any% No Dropmod,No Dropmod,2023-08-11,PC,3585.0,0.0,3585.0
zge6lley,8q5rpkd8,Glitchless,Any% No Dropmod,No Dropmod,2023-08-06,PC,3898.0,0.0,3898.0
z0j0oo9y,jok2pol8,Glitchless,Any% No Dropmod,No Dropmod,2023-08-05,PlayStation 4,7296.0,0.0,7296.0
ywr2810m,863gozp8,Glitchless,Any% No Dropmod,No Dropmod,2023-08-04,PC,10018.0,10494.0,10018.0
mk0ox11z,x356507j,Glitchless,Any% No Dropmod,No Dropmod,2023-08-02,PlayStation 4,11096.0,12033.0,11096.0
yonqvgdz,j2qwr5lj,Glitchless,Any% No Dropmod,No Dropmod,2023-07-29,PC,5131.0,5138.0,5131.0
yvpn908y,pj0p6rxw,Glitchless,Any% No Dropmod,No Dropmod,2023-07-29,PC,4322.0,0.0,4322.0
z0jq6kjy,8q5rpkd8,Glitchless,Any% No Dropmod,No Dropmod,2023-07-25,PC,4329.0,0.0,4329.0
m3qjo2qy,8w3k77zj,Glitchless,Any% No Dropmod,No Dropmod,2023-07-25,PC,4940.0,5295.0,4940.0
zgeo73dy,pj0p6rxw,Glitchless,Any% No Dropmod,No Dropmod,2023-07-24,PC,6125.0,0.0,6125.0
y2g2l49z,8rlgm2d8,Glitchless,Any% No Dropmod,No Dropmod,2023-07-24,PC,4815.0,5257.0,4815.0
znv27v7m,8rle3g38,Glitchless,Any% No Dropmod,No Dropmod,2023-07-21,Xbox One,5454.0,0.0,5454.0
znve069m,j597kn6x,Glitchless,Any% No Dropmod,No Dropmod,2023-07-16,PC,4669.0,0.0,4669.0
yvpv9xxy,8w3k77zj,Glitchless,Any% No Dropmod,No Dropmod,2023-07-15,PC,6241.0,0.0,6241.0
mel00p0z,8g51e01j,Glitchless,Any% No Dropmod,No Dropmod,2023-07-13,PC,2864.0,0.0,2864.0
yoop7jjy,pj0yze9x,Glitchless,All Bosses,,2023-07-12,PC,10805.0,11824.0,10805.0
mk0d153z,jonelg38,Glitchless,Any% No Dropmod,No Dropmod,2023-07-03,PC,3795.0,3900.0,3795.0
y4o2ev3z,810yverx,Glitchless,Any% No Dropmod,No Dropmod,2023-06-03,PC,3402.0,3700.0,3402.0
y2gd1qwz,j2w75doj,Glitchless,Any% No Dropmod,No Dropmod,2023-05-24,PC,8465.0,8458.0,8465.0
z1lojjrm,j2w75doj,Glitchless,All Bosses,,2023-05-24,PC,8465.0,8458.0,8465.0
y869lr5m,8rlwey68,Glitchless,Any% No Dropmod,No Dropmod,2023-05-12,PC,10067.0,10064.0,10067.0
ywrerx2m,qjopr3nx,Glitchless,Any% No Dropmod,No Dropmod,2023-04-27,PC,4365.0,0.0,4365.0
m3q99nqy,qjopr3nx,Glitchless,Any% No Dropmod,No Dropmod,2023-04-23,PC,4930.0,0.0,4930.0
ydg7nlxy,jp6n9gy8,Glitchless,Any% No Dropmod,No Dropmod,2023-04-14,PC,3867.0,3867.0,3867.0
mkvxq0xy,8gmr0g18,Glitchless,Any% No Dropmod,No Dropmod,2023-04-01,Xbox One,3520.0,0.0,3520.0
z0n0pv8m,8rle3g38,Glitchless,Any% No Dropmod,No Dropmod,2023-03-18,Xbox One,6449.0,0.0,6449.0
meenrl8m,8rle3g38,Glitchless,Any% No Dropmod,No Dropmod,2023-03-13,Xbox One,6709.0,0.0,6709.0
z1qv5o7y,8d41onl8,Glitchless,Any% No Dropmod,No Dropmod,2023-03-12,PC,2769.0,0.0,2769.0
m72ew8ez,8gmr0g18,Glitchless,Any% No Dropmod,No Dropmod,2023-03-12,Xbox One,3888.0,4226.0,3888.0
zqe25qxz,j06k0z4j,Glitchless,Any% No Dropmod,No Dropmod,2023-03-12,PC,4533.0,0.0,4533.0
ywvxqo9z,8gmr0g18,Glitchless,Any% No Dropmod,No Dropmod,2023-03-06,Xbox One,4681.0,5074.0,4681.0
z0nd068m,e8e2m9d8,Glitchless,Any% No Dropmod,No Dropmod,2023-03-02,PC,4574.0,0.0,4574.0
m72n7v5z,810yverx,Glitchless,Any% No Dropmod,No Dropmod,2023-03-01,PC,3651.0,3928.0,3651.0
m72nqewz,8gmr0g18,Glitchless,Any% No Dropmod,No Dropmod,2023-02-27,Xbox One,5972.0,0.0,5972.0
y2jkkr5z,810yverx,Glitchless,Any% No Dropmod,No Dropmod,2023-02-24,PC,3891.0,4178.0,3891.0
y6oqlrpy,jp6n9gy8,Glitchless,Any% No Dropmod,No Dropmod,2023-02-21,PC,5048.0,5052.0,5048.0
yolndddy,810yverx,Glitchless,Any% No Dropmod,No Dropmod,2023-02-18,PC,4008.0,4323.0,4008.0
zxn8dpgm,j06k0z4j,Glitchless,Any% No Dropmod,No Dropmod,2023-02-05,PC,4665.0,0.0,4665.0
y2jpl75z,8wkr9d48,Glitchless,Any% No Dropmod,No Dropmod,2023-02-03,Switch,3943.0,4395.0,3943.0
yj8xgg3m,810yverx,Glitchless,Any% No Dropmod,No Dropmod,2023-01-25,PC,4485.0,4797.0,4485.0
z5ev525z,8wkr9d48,Glitchless,Any% No Dropmod,No Dropmod,2023-01-23,Switch,4214.0,4698.0,4214.0
y6o929qy,j06k0z4j,Glitchless,Any% No Dropmod,No Dropmod,2023-01-20,PC,5966.0,6569.0,5966.0
y4grrd2y,810yelpx,Glitchless,Any% No Dropmod,No Dropmod,2023-01-13,PC,3566.0,0.0,3566.0
ydgrv4wy,jnpr1m28,Glitchless,Any% No Dropmod,No Dropmod,2023-01-11,PC,8210.0,0.0,8210.0
y4gwvk2y,8loqqdv8,Glitchless,Any% No Dropmod,No Dropmod,2022-12-29,PC,7724.0,7724.0,7724.0
y2jqk66z,xyl4nzvj,Glitchless,Any% No Dropmod,No Dropmod,2022-12-14,PC,2869.0,0.0,2869.0
yol4xwjy,j06o30mj,Glitchless,Any% No Dropmod,No Dropmod,2022-12-07,Xbox One,6892.0,7729.0,6892.0
yj8k4ogm,86neqgqx,Glitchless,Any% No Dropmod,No Dropmod,2022-12-02,PC,2850.0,0.0,2850.0
z1qdk0ry,xyl4nzvj,Glitchless,Any% No Dropmod,No Dropmod,2022-11-29,PC,2901.0,0.0,2901.0
y6xkvn6y,j5qenngj,Glitchless,All Bosses,,2022-11-23,PC,6244.0,0.0,6244.0
y8x59rwm,8g0zovyx,Glitchless,Any% No Dropmod,No Dropmod,2022-11-20,PC,4625.0,5017.0,4625.0
y4g8nxqy,x3q7reqj,Glitchless,Any% No Dropmod,No Dropmod,2022-11-15,PC,5786.0,6276.0,5786.0
yl1wj82m,jmp3wdzj,Glitchless,Any% No Dropmod,No Dropmod,2022-11-12,PC,3452.0,0.0,3452.0
mkdn065y,y8dkwzlj,Glitchless,All Bosses,,2022-11-11,PC,4438.0,0.0,4438.0
zq9n989y,xyl4nzvj,Glitchless,Any% No Dropmod,No Dropmod,2022-11-02,PC,2904.0,0.0,2904.0
y4x08dnz,8lo6wn78,Glitchless,Any% No Dropmod,No Dropmod,2022-10-25,PC,4158.0,5291.0,4158.0
yd14wjxy,j23391lx,Glitchless,Any% No Dropmod,No Dropmod,2022-10-20,PC,3828.0,0.0,3828.0
m7xerley,8lo6wn78,Glitchless,Any% No Dropmod,No Dropmod,2022-10-17,PC,4522.0,4878.0,4522.0
y4x6eq2z,jmp3wdzj,Glitchless,Any% No Dropmod,No Dropmod,2022-10-01,PC,3549.0,0.0,3549.0
znq2wjlz,jmp3wdzj,Glitchless,Any% No Dropmod,No Dropmod,2022-09-30,PC,3738.0,0.0,3738.0
yv0vpp6z,7j4wk2lx,Glitchless,Any% No Dropmod,No Dropmod,2022-09-27,PC,3250.0,3250.0,3250.0
y2j602jz,864l490j,Glitchless,Any% No Dropmod,No Dropmod,2022-09-16,PC,4013.0,0.0,4013.0
m7xxv14y,8rl30vw8,Glitchless,Any% No Dropmod,No Dropmod,2022-09-11,PC,5492.0,5492.0,5492.0
y4x8nvdz,jmp3wdzj,Glitchless,Any% No Dropmod,No Dropmod,2022-09-03,PC,4130.0,0.0,4130.0
yjd65p3y,x3w5506j,Glitchless,Any% No Dropmod,No Dropmod,2022-08-17,PC,5113.0,5113.0,5113.0
me16800y,810wd0lx,Glitchless,Any% No Dropmod,No Dropmod,2022-08-16,PlayStation 4,6073.0,6639.0,6073.0
zx8donqm,j95wr1w8,Glitchless,Any% No Dropmod,No Dropmod,2022-08-16,PC,4234.0,0.0,4234.0
y6x5owpy,810wd0lx,Glitchless,Any% No Dropmod,No Dropmod,2022-08-14,PlayStation 4,7645.0,8267.0,7645.0
m3x1e26m,j95wr1w8,Glitchless,Any% No Dropmod,No Dropmod,2022-08-11,PC,4516.0,0.0,4516.0
y4x1okkz,8dgq6lm8,Glitchless,Any% No Dropmod,No Dropmod,2022-08-10,PC,4587.0,0.0,4587.0
y604pw6y,x357qwqj,Glitchless,Any% No Dropmod,No Dropmod,2022-07-18,PC,2784.0,0.0,2784.0
znp6618m,xyl4nzvj,Glitchless,Any% No Dropmod,No Dropmod,2022-07-17,PC,3014.0,0.0,3014.0
z0p21g9y,8g51e01j,Glitchless,Any% No Dropmod,No Dropmod,2022-07-14,PC,2975.0,0.0,2975.0
z0pkrpjy,jmllore8,Glitchless,Any% No Dropmod,No Dropmod,2022-07-10,PC,2899.0,0.0,2899.0
zq7p2g5m,8l4e507j,Glitchless,All Bosses,,2022-07-07,PC,7053.0,7505.0,7053.0
y9vjnk2m,xko59q68,Glitchless,Any% No Dropmod,No Dropmod,2022-06-21,PC,5312.0,0.0,5312.0
y88kjj1y,xyl4nzvj,Glitchless,Any% No Dropmod,No Dropmod,2022-06-19,PC,3167.0,3167.0,3167.0
mkkd023m,8g51e01j,Glitchless,Any% No Dropmod,No Dropmod,2022-06-04,PC,3203.0,0.0,3203.0
znppp5vm,j0g1k54x,Glitchless,Any% No Dropmod,No Dropmod,2022-05-29,PC,4959.0,0.0,4959.0
z1pk7qgz,j5w702zj,Glitchless,Any% No Dropmod,No Dropmod,2022-05-27,PC,7193.0,0.0,7193.0
zq7vpd8m,8w167n4x,Glitchless,Any% No Dropmod,No Dropmod,2022-05-22,PC,4749.0,4740.0,4749.0
y4qr91dm,xyl4nzvj,Glitchless,Any% No Dropmod,No Dropmod,2022-05-13,PC,3493.0,0.0,3493.0
y2p5rwwz,xyl4nzvj,Glitchless,Any% No Dropmod,No Dropmod,2022-04-29,PC,3749.0,0.0,3749.0
z1p5odjz,8e6752oj,Glitchless,Any% No Dropmod,No Dropmod,2022-04-27,PC,3996.0,4314.0,3996.0
mkk9k05m,8d41onl8,Glitchless,Any% No Dropmod,No Dropmod,2022-04-17,PC,2804.0,0.0,2804.0
ylegwerz,8qzy54q8,Glitchless,Any% No Dropmod,No Dropmod,2022-03-31,PC,2841.0,0.0,2841.0
y9lr222y,xyl4nzvj,Glitchless,Any% No Dropmod,No Dropmod,2022-03-22,PC,4185.0,0.0,4185.0
ywj9112z,e8eore7j,Glitchless,Any% No Dropmod,No Dropmod,2022-03-21,PC,3032.0,3272.0,3032.0
y9lqdp2y,xk3yng78,Glitchless,Any% No Dropmod,No Dropmod,2022-03-19,Xbox One,5833.0,0.0,5833.0
zn76363m,xk3yng78,Glitchless,Any% No Dropmod,No Dropmod,2022-03-09,Xbox One,7388.0,0.0,7388.0
yjx980nz,j5wr1gzj,Glitchless,All Bosses,,2022-02-19,PC,4485.0,0.0,4485.0
m360k64m,8d41onl8,Glitchless,Any% No Dropmod,No Dropmod,2022-02-14,PC,2853.0,0.0,2853.0
yvqlg8em,jmllore8,Glitchless,All Bosses,,2022-02-11,PC,4618.0,0.0,4618.0
y6nqlqjz,8qz2gld8,Glitchless,All Bosses,,2022-02-06,PC,4442.0,0.0,4442.0
zgd8wrjz,jmlnkgz8,Glitchless,Any% No Dropmod,No Dropmod,2022-02-06,PC,5064.0,5064.0,5064.0
z0oj999z,j4qdk4lx,Glitchless,Any% No Dropmod,No Dropmod,2022-02-02,PC,3556.0,0.0,3556.0
y20jj56m,8qz2gld8,Glitchless,All Bosses,,2022-01-29,PC,4583.0,0.0,4583.0
zq0ev35y,8e6752oj,Glitchless,Any% No Dropmod,No Dropmod,2022-01-28,PC,4100.0,0.0,4100.0
y20ewj6m,x357qwqj,Glitchless,All Bosses,,2022-01-25,PC,5346.0,0.0,5346.0
zgdqpxvz,x357qwqj,Glitchless,Any% No Dropmod,No Dropmod,2022-01-24,PC,2847.0,0.0,2847.0
y884lwdy,xk35wv28,Glitchless,Any% No Dropmod,No Dropmod,2022-01-21,PC,3968.0,0.0,3968.0
zn7p12vm,8d41onl8,Glitchless,Any% No Dropmod,No Dropmod,2022-01-20,PC,2876.0,0.0,2876.0
m7w7w49z,x357qwqj,Glitchless,All Bosses,,2022-01-11,PC,5615.0,0.0,5615.0
y6nn60pz,jmllore8,Glitchless,All Bosses,,2022-01-10,PC,5091.0,0.0,5091.0
y8jd711z,kjp2w3kx,Glitchless,Any% No Dropmod,No Dropmod,2022-01-08,PC,2867.0,0.0,2867.0
ywjqn93z,x357qwqj,Glitchless,All Bosses,,2022-01-07,PC,5843.0,0.0,5843.0
yvq2le6m,863lv3p8,Glitchless,Any% No Dropmod,No Dropmod,2022-01-03,PC,5326.0,5656.0,5326.0
y4827ekm,x357qwqj,Glitchless,All Bosses,,2022-01-01,PC,5934.0,0.0,5934.0
z5v3rjem,8d41onl8,Glitchless,Any% No Dropmod,No Dropmod,2021-12-29,PC,2917.0,0.0,2917.0
z5v3erdm,x35lr47j,Glitchless,All Bosses,,2021-12-29,Xbox One,7257.0,0.0,7257.0
mr6k147m,j4qdk4lx,Glitchless,All Bosses,,2021-12-23,PC,6424.0,0.0,6424.0
zgdw7eez,8qzy54q8,Glitchless,Any% No Dropmod,No Dropmod,2021-12-21,PC,2854.0,0.0,2854.0
zn74e09m,kjp2w3kx,Glitchless,Any% No Dropmod,No Dropmod,2021-12-14,PC,2901.0,3116.0,2901.0
zn74onvm,jmllore8,Glitchless,Any% No Dropmod,No Dropmod,2021-12-12,PC,2970.0,0.0,2970.0
y8jqpq1z,jmllore8,Glitchless,Any% No Dropmod,No Dropmod,2021-12-09,PC,3035.0,0.0,3035.0
yor42w1y,kjp2w3kx,Glitchless,Any% No Dropmod,No Dropmod,2021-12-05,PC,3056.0,3297.0,3056.0
m77446em,j032yewj,Glitchless,Any% No Dropmod,No Dropmod,2021-11-17,PC,3828.0,0.0,3828.0
y69437qy,x7mo5prx,Glitchless,Any% No Dropmod,No Dropmod,2021-11-12,PlayStation 4,4542.0,0.0,4542.0
yj5787nm,816r37px,Glitchless,Any% No Dropmod,No Dropmod,2021-11-03,PC,4018.0,0.0,4018.0
z0705rjy,8e6752oj,Glitchless,Any% No Dropmod,No Dropmod,2021-10-27,PC,4813.0,0.0,4813.0
y27n447z,j5vdm9q8,Glitchless,Any% No Dropmod,No Dropmod,2021-10-25,PC,5937.0,0.0,5937.0
y93p5dvy,816r37px,Glitchless,Any% No Dropmod,No Dropmod,2021-10-20,PC,4045.0,0.0,4045.0
z5dgp0nm,jpmk3pyj,Glitchless,Any% No Dropmod,No Dropmod,2021-10-17,PC,3318.0,0.0,3318.0
zxoxvn8z,8rp230qj,Glitchless,Any% No Dropmod,No Dropmod,2021-10-14,PC,4517.0,0.0,4517.0
z07dkvoy,jpmk3pyj,Glitchless,Any% No Dropmod,No Dropmod,2021-10-12,PC,3486.0,3837.0,3486.0
zgr8jvnm,8e6752oj,Glitchless,Any% No Dropmod,No Dropmod,2021-10-05,PC,5831.0,0.0,5831.0
ylr67g3y,pj04vr4x,Glitchless,Any% No Dropmod,No Dropmod,2021-09-28,PC,3114.0,0.0,3114.0
yo6lxw5y,jpmk3pyj,Glitchless,Any% No Dropmod,No Dropmod,2021-09-24,PC,3965.0,4287.0,3965.0
yvo81j4z,j26eq2px,Glitchless,Any% No Dropmod,No Dropmod,2021-09-22,PC,10872.0,0.0,10872.0
y47q6d2y,8qzy54q8,Glitchless,Any% No Dropmod,No Dropmod,2021-09-12,PC,2988.0,0.0,2988.0
y8ejx61y,jmp59vej,Glitchless,Any% No Dropmod,No Dropmod,2021-09-06,PC,3111.0,0.0,3111.0
y47820qy,jmp59vej,Glitchless,Any% No Dropmod,No Dropmod,2021-09-05,PC,3157.0,3452.0,3157.0
z5drd9dm,jn3l104x,Glitchless,Any% No Dropmod,No Dropmod,2021-08-28,PC,3498.0,0.0,3498.0
z0754eey,j0vw1r9x,Glitchless,Any% No Dropmod,No Dropmod,2021-08-15,PC,3938.0,4227.0,3938.0
z1xj06rm,j0vw1r9x,Glitchless,Any% No Dropmod,No Dropmod,2021-08-12,PC,5059.0,5483.0,5059.0
yo6jw8jy,jmp59vej,Glitchless,Any% No Dropmod,No Dropmod,2021-08-12,PC,3212.0,3492.0,3212.0
me4xxg2y,816llq3x,Glitchless,Any% No Dropmod,No Dropmod,2021-08-08,PC,3452.0,3669.0,3452.0
y932e62y,x3qr9lkj,Glitchless,Any% No Dropmod,No Dropmod,2021-08-05,PC,3819.0,4146.0,3819.0
ylr4onry,8g50yqyj,Glitchless,Any% No Dropmod,No Dropmod,2021-08-03,PC,6297.0,6590.0,6297.0
ylr36jky,x3qr9lkj,Glitchless,Any% No Dropmod,No Dropmod,2021-07-26,PC,4151.0,4478.0,4151.0
yv1w828y,jn3l104x,Glitchless,Any% No Dropmod,No Dropmod,2021-07-22,PC,3905.0,0.0,3905.0
ywql670y,816llq3x,Glitchless,Any% No Dropmod,No Dropmod,2021-07-21,PC,3954.0,4211.0,3954.0
zp1jv3gz,xkmmnz9j,Glitchless,Any% No Dropmod,No Dropmod,2021-07-18,PC,4662.0,0.0,4662.0
ywq7153y,jmllore8,Glitchless,Any% No Dropmod,No Dropmod,2021-07-09,PC,3130.0,0.0,3130.0
z5rn7egy,kjp2w3kx,Glitchless,Any% No Dropmod,No Dropmod,2021-07-05,PC,3568.0,3837.0,3568.0
zgg91ojz,jn3l104x,Glitchless,Any% No Dropmod,No Dropmod,2021-07-04,PC,4500.0,0.0,4500.0
me72383y,j423v2vx,Glitchless,Any% No Dropmod,No Dropmod,2021-06-23,PC,3334.0,0.0,3334.0
m3rj82dm,jn3l104x,Glitchless,Any% No Dropmod,No Dropmod,2021-06-22,PC,4655.0,0.0,4655.0
m3rjkkgm,x3m4v028,Glitchless,Any% No Dropmod,No Dropmod,2021-06-21,PC,5332.0,0.0,5332.0
mr1ox62z,816llq3x,Glitchless,Any% No Dropmod,No Dropmod,2021-06-06,PC,5483.0,5825.0,5483.0
y2xj555m,jmp59vej,Glitchless,Any% No Dropmod,No Dropmod,2021-06-03,PC,3226.0,3510.0,3226.0
y8dx4p5z,x357qwqj,Glitchless,Any% No Dropmod,No Dropmod,2021-06-01,PC,2896.0,0.0,2896.0
zxg83qey,j423v2vx,Glitchless,Any% No Dropmod,No Dropmod,2021-05-31,PC,3485.0,0.0,3485.0
me77ll3y,jmp59vej,Glitchless,Any% No Dropmod,No Dropmod,2021-05-12,PC,3278.0,3548.0,3278.0
ywq0w69y,x7qdnqr8,Glitchless,Any% No Dropmod,No Dropmod,2021-05-08,PC,2941.0,0.0,2941.0
ylqovqrz,jmp59vej,Glitchless,Any% No Dropmod,No Dropmod,2021-05-06,PC,3333.0,3614.0,3333.0
y2xd4gjm,j4rvdmm8,Glitchless,Any% No Dropmod,No Dropmod,2021-05-04,PC,3605.0,3886.0,3605.0
yv1j64ey,jopkgk7x,Glitchless,Any% No Dropmod,No Dropmod,2021-04-18,PC,3852.0,4195.0,3852.0
yv1j81xy,x357qwqj,Glitchless,Any% No Dropmod,No Dropmod,2021-04-17,PC,2996.0,0.0,2996.0
yv1gvoxy,jmp59vej,Glitchless,Any% No Dropmod,No Dropmod,2021-04-15,PC,3468.0,3787.0,3468.0
y8d3lv1z,8vkmlnnj,Glitchless,Any% No Dropmod,No Dropmod,2021-04-13,PC,2912.0,3120.0,2912.0
m3np3ngy,jopkgk7x,Glitchless,Any% No Dropmod,No Dropmod,2021-04-03,PlayStation 4,4282.0,4738.0,4282.0
m3n4eqdy,x7qdnqr8,Glitchless,Any% No Dropmod,No Dropmod,2021-04-02,PC,3041.0,0.0,3041.0
y8v4d9xz,jmp59vej,Glitchless,Any% No Dropmod,No Dropmod,2021-03-30,PC,4360.0,4754.0,4360.0
m3n2jdwy,j4rvdmm8,Glitchless,Any% No Dropmod,No Dropmod,2021-03-23,PC,3807.0,4108.0,3807.0
yd9o5xvz,x357qwqj,Glitchless,Any% No Dropmod,No Dropmod,2021-03-22,PC,3171.0,0.0,3171.0
zx65688z,x3q7reqj,Glitchless,Any% No Dropmod,No Dropmod,2021-03-22,PC,6459.0,7005.0,6459.0
y42n6wdm,x357qwqj,Glitchless,Any% No Dropmod,No Dropmod,2021-03-20,PC,3260.0,0.0,3260.0
y9ne90rz,x7qdnqr8,Glitchless,Any% No Dropmod,No Dropmod,2021-03-19,PC,3167.0,0.0,3167.0
yo9qd70y,x357qwqj,Glitchless,Any% No Dropmod,No Dropmod,2021-03-15,PC,3365.0,0.0,3365.0
yv2k566m,8gr4yr2x,Glitchless,Any% No Dropmod,No Dropmod,2021-03-12,PC,3523.0,3761.0,3523.0
z06qdj9z,jopkgk7x,Glitchless,Any% No Dropmod,No Dropmod,2021-03-11,PC,5089.0,5431.0,5089.0
me9wnl0z,j4rvdmm8,Glitchless,Any% No Dropmod,No Dropmod,2021-03-08,PC,4580.0,4942.0,4580.0
z50px5gy,jmpq2oej,Glitchless,Any% No Dropmod,No Dropmod,2021-02-28,PC,4847.0,0.0,4847.0
y9n6pdez,8vkmlnnj,Glitchless,Any% No Dropmod,No Dropmod,2021-02-26,PC,2965.0,3166.0,2965.0
zp3d79rm,x3qr9lkj,Glitchless,Any% No Dropmod,No Dropmod,2021-02-23,PC,4715.0,5043.0,4715.0
y9nxl2vz,8vkmlnnj,Glitchless,Any% No Dropmod,No Dropmod,2021-02-21,PC,2998.0,3190.0,2998.0
me93d6qz,,Glitchless,Any% No Dropmod,No Dropmod,2021-02-19,PC,5323.0,5708.0,5323.0
zp38vdrm,x3qr9lkj,Glitchless,Any% No Dropmod,No Dropmod,2021-02-12,PC,6211.0,0.0,6211.0
y2vx1p7z,8rpm5wqj,Glitchless,Any% No Dropmod,No Dropmod,2021-02-05,PC,3749.0,0.0,3749.0
z065er9z,j036yymj,Glitchless,Any% No Dropmod,No Dropmod,2021-01-26,PC,5041.0,5374.0,5041.0
y8v9lkwz,8wkzvlv8,Glitchless,Any% No Dropmod,No Dropmod,2021-01-21,PC,5563.0,5920.0,5563.0
z53e9egy,pj04vr4x,Glitchless,Any% No Dropmod,No Dropmod,2020-11-24,PC,3360.0,0.0,3360.0
m756gewz,8qzy54q8,Glitchless,Any% No Dropmod,No Dropmod,2020-11-11,PC,3208.0,0.0,3208.0
ylve9d3m,8ge4ql2j,Glitchless,Any% No Dropmod,No Dropmod,2020-11-04,PC,3301.0,0.0,3301.0
